Source Barcode,Source Column,Source Row,Destination Barcode,Destination Column,Destination Row,Volume,Note
E3P00000776,22,9,destination1,18,7,7.5,Backfill
E3P00000776,22,9,destination1,18,15,7.5,Backfill
E3P00000776,22,10,destination1,6,5,2.5,Backfill
E3P00000776,22,10,destination1,6,13,7.5,Backfill
E3P00000776,22,10,destination1,14,2,5.0,Backfill
E3P00000776,22,10,destination1,14,10,7.5,Backfill
E3P00000776,22,10,destination1,22,7,5.0,Backfill
E3P00000776,22,10,destination1,22,15,5.0,Backfill
E3P00000776,22,11,destination1,2,8,5.0,Backfill
E3P00000776,22,11,destination1,2,16,5.0,Backfill
E3P00000776,22,11,destination1,10,5,5.0,Backfill
E3P00000776,22,11,destination1,10,13,2.5,Backfill
E3P00000776,22,11,destination1,18,2,5.0,Backfill
E3P00000776,22,11,destination1,18,10,5.0,Backfill
E3P00000776,22,12,destination1,6,8,5.0,Backfill
E3P00000776,22,12,destination1,6,16,5.0,Backfill
E3P00000776,22,12,destination1,14,5,5.0,Backfill
E3P00000776,22,12,destination1,14,13,5.0,Backfill
E3P00000776,22,12,destination1,22,2,5.0,Backfill
E3P00000776,22,12,destination1,22,10,5.0,Backfill
E3P00000776,22,13,destination1,2,3,5.0,Backfill
E3P00000776,22,13,destination1,2,11,5.0,Backfill
E3P00000776,22,13,destination1,10,8,5.0,Backfill
E3P00000776,22,13,destination1,10,16,5.0,Backfill
E3P00000776,22,13,destination1,18,5,5.0,Backfill
E3P00000776,22,13,destination1,18,13,5.0,Backfill
E3P00000776,22,14,destination1,6,3,5.0,Backfill
E3P00000776,22,14,destination1,6,11,5.0,Backfill
E3P00000776,22,14,destination1,14,8,5.0,Backfill
E3P00000776,22,14,destination1,14,16,7.5,Backfill
E3P00000776,22,14,destination1,22,5,2.5,Backfill
E3P00000776,22,14,destination1,22,13,5.0,Backfill
E3P00000776,22,15,destination1,2,6,5.0,Backfill
E3P00000776,22,15,destination1,2,14,2.5,Backfill
E3P00000776,22,15,destination1,10,3,7.5,Backfill
E3P00000776,22,15,destination1,10,11,5.0,Backfill
E3P00000776,22,15,destination1,18,8,7.5,Backfill
E3P00000776,22,15,destination1,18,16,2.5,Backfill
E3P00000776,22,16,destination1,6,6,7.5,Backfill
E3P00000776,22,16,destination1,6,14,5.0,Backfill
E3P00000776,22,16,destination1,14,3,2.5,Backfill
E3P00000776,22,16,destination1,14,11,7.5,Backfill
E3P00000776,22,16,destination1,22,8,5.0,Backfill
E3P00000776,22,16,destination1,22,16,5.0,Backfill
E3P00000776,23,1,destination1,3,1,7.5,Backfill
E3P00000776,23,1,destination1,3,9,7.5,Backfill
E3P00000776,23,1,destination1,11,6,5.0,Backfill
E3P00000776,23,1,destination1,11,14,2.5,Backfill
E3P00000776,23,1,destination1,19,3,2.5,Backfill
E3P00000776,23,1,destination1,19,11,2.5,Backfill
E3P00000776,23,2,destination1,7,1,7.5,Backfill
E3P00000776,23,2,destination1,7,9,5.0,Backfill
E3P00000776,23,2,destination1,15,6,7.5,Backfill
E3P00000776,23,2,destination1,15,14,5.0,Backfill
E3P00000776,23,2,destination1,23,3,7.5,Backfill
E3P00000776,23,2,destination1,23,11,2.5,Backfill
E3P00000776,23,3,destination1,3,4,5.0,Backfill
E3P00000776,23,3,destination1,3,12,7.5,Backfill
E3P00000776,23,3,destination1,11,1,7.5,Backfill
E3P00000776,23,3,destination1,11,9,7.5,Backfill
E3P00000776,23,3,destination1,19,6,7.5,Backfill
E3P00000776,23,3,destination1,19,14,7.5,Backfill
E3P00000776,23,4,destination1,7,4,7.5,Backfill
E3P00000776,23,4,destination1,7,12,5.0,Backfill
E3P00000776,23,4,destination1,15,1,7.5,Backfill
E3P00000776,23,4,destination1,15,9,2.5,Backfill
E3P00000776,23,4,destination1,23,6,5.0,Backfill
E3P00000776,23,4,destination1,23,14,5.0,Backfill
E3P00000776,23,5,destination1,3,7,5.0,Backfill
E3P00000776,23,5,destination1,3,15,5.0,Backfill
E3P00000776,23,5,destination1,11,4,5.0,Backfill
E3P00000776,23,5,destination1,11,12,7.5,Backfill
E3P00000776,23,5,destination1,19,1,5.0,Backfill
E3P00000776,23,5,destination1,19,9,5.0,Backfill
E3P00000776,23,6,destination1,7,7,5.0,Backfill
E3P00000776,23,6,destination1,7,15,5.0,Backfill
E3P00000776,23,6,destination1,15,4,5.0,Backfill
E3P00000776,23,6,destination1,15,12,5.0,Backfill
E3P00000776,23,6,destination1,23,1,5.0,Backfill
E3P00000776,23,6,destination1,23,9,5.0,Backfill
E3P00000776,23,7,destination1,3,2,5.0,Backfill
E3P00000776,23,7,destination1,3,10,5.0,Backfill
E3P00000776,23,7,destination1,11,7,5.0,Backfill
E3P00000776,23,7,destination1,11,15,5.0,Backfill
E3P00000776,23,7,destination1,19,4,7.5,Backfill
E3P00000776,23,7,destination1,19,12,5.0,Backfill
E3P00000776,23,8,destination1,7,2,7.5,Backfill
E3P00000776,23,8,destination1,7,10,2.5,Backfill
E3P00000776,23,8,destination1,15,7,5.0,Backfill
E3P00000776,23,8,destination1,15,15,5.0,Backfill
E3P00000776,23,8,destination1,23,4,7.5,Backfill
E3P00000776,23,8,destination1,23,12,7.5,Backfill
E3P00000776,23,9,destination1,3,5,7.5,Backfill
E3P00000776,23,9,destination1,3,13,7.5,Backfill
E3P00000776,23,9,destination1,11,2,7.5,Backfill
E3P00000776,23,9,destination1,11,10,5.0,Backfill
E3P00000776,23,9,destination1,19,7,7.5,Backfill
E3P00000776,23,9,destination1,19,15,7.5,Backfill
E3P00000776,23,10,destination1,7,5,5.0,Backfill
E3P00000776,23,10,destination1,7,13,7.5,Backfill
E3P00000776,23,10,destination1,15,2,5.0,Backfill
E3P00000776,23,10,destination1,15,10,7.5,Backfill
E3P00000776,23,10,destination1,23,7,2.5,Backfill
E3P00000776,23,10,destination1,23,15,5.0,Backfill
E3P00000776,23,11,destination1,3,8,2.5,Backfill
E3P00000776,23,11,destination1,3,16,7.5,Backfill
E3P00000776,23,11,destination1,11,5,5.0,Backfill
E3P00000776,23,11,destination1,11,13,5.0,Backfill
E3P00000776,23,11,destination1,19,2,7.5,Backfill
E3P00000776,23,11,destination1,19,10,5.0,Backfill
E3P00000776,23,12,destination1,7,8,5.0,Backfill
E3P00000776,23,12,destination1,7,16,5.0,Backfill
E3P00000776,23,12,destination1,15,5,2.5,Backfill
E3P00000776,23,12,destination1,15,13,5.0,Backfill
E3P00000776,23,12,destination1,23,2,7.5,Backfill
E3P00000776,23,12,destination1,23,10,7.5,Backfill
E3P00000776,23,13,destination1,3,3,5.0,Backfill
E3P00000776,23,13,destination1,3,11,7.5,Backfill
E3P00000776,23,13,destination1,11,8,5.0,Backfill
E3P00000776,23,13,destination1,11,16,5.0,Backfill
E3P00000776,23,13,destination1,19,5,5.0,Backfill
E3P00000776,23,13,destination1,19,13,2.5,Backfill
E3P00000776,23,14,destination1,7,3,5.0,Backfill
E3P00000776,23,14,destination1,7,11,5.0,Backfill
E3P00000776,23,14,destination1,15,8,5.0,Backfill
E3P00000776,23,14,destination1,15,16,2.5,Backfill
E3P00000776,23,14,destination1,23,5,5.0,Backfill
E3P00000776,23,14,destination1,23,13,5.0,Backfill
E3P00000776,23,15,destination1,3,6,5.0,Backfill
E3P00000776,23,15,destination1,3,14,5.0,Backfill
E3P00000776,23,15,destination1,11,3,5.0,Backfill
E3P00000776,23,15,destination1,11,11,5.0,Backfill
E3P00000776,23,15,destination1,19,8,7.5,Backfill
E3P00000776,23,15,destination1,19,16,2.5,Backfill
E3P00000776,23,16,destination1,7,6,2.5,Backfill
E3P00000776,23,16,destination1,7,14,5.0,Backfill
E3P00000776,23,16,destination1,15,3,2.5,Backfill
E3P00000776,23,16,destination1,15,11,5.0,Backfill
E3P00000776,23,16,destination1,23,8,7.5,Backfill
E3P00000776,23,16,destination1,23,16,2.5,Backfill
E3P00000776,24,1,destination1,4,1,5.0,Backfill
E3P00000776,24,1,destination1,4,9,7.5,Backfill
E3P00000776,24,1,destination1,12,6,5.0,Backfill
E3P00000776,24,1,destination1,12,14,5.0,Backfill
E3P00000776,24,1,destination1,20,3,5.0,Backfill
E3P00000776,24,1,destination1,20,11,2.5,Backfill
E3P00000776,24,2,destination1,8,1,5.0,Backfill
E3P00000776,24,2,destination1,8,9,7.5,Backfill
E3P00000776,24,2,destination1,16,6,7.5,Backfill
E3P00000776,24,2,destination1,16,14,5.0,Backfill
E3P00000776,24,2,destination1,24,3,7.5,Backfill
E3P00000776,24,2,destination1,24,11,5.0,Backfill
E3P00000776,24,3,destination1,4,4,7.5,Backfill
E3P00000776,24,3,destination1,4,12,7.5,Backfill
E3P00000776,24,3,destination1,12,1,5.0,Backfill
E3P00000776,24,3,destination1,12,9,7.5,Backfill
E3P00000776,24,3,destination1,20,6,7.5,Backfill
E3P00000776,24,3,destination1,20,14,7.5,Backfill
E3P00000776,24,4,destination1,8,4,7.5,Backfill
E3P00000776,24,4,destination1,8,12,7.5,Backfill
E3P00000776,24,4,destination1,16,1,7.5,Backfill
E3P00000776,24,4,destination1,16,9,5.0,Backfill
E3P00000776,24,4,destination1,24,6,5.0,Backfill
E3P00000776,24,4,destination1,24,14,2.5,Backfill
E3P00000776,24,5,destination1,4,7,7.5,Backfill
E3P00000776,24,5,destination1,4,15,2.5,Backfill
E3P00000776,24,5,destination1,12,4,5.0,Backfill
E3P00000776,24,5,destination1,12,12,7.5,Backfill
E3P00000776,24,5,destination1,20,1,7.5,Backfill
E3P00000776,24,5,destination1,20,9,5.0,Backfill
E3P00000776,24,6,destination1,8,7,7.5,Backfill
E3P00000776,24,6,destination1,8,15,5.0,Backfill
E3P00000776,24,6,destination1,16,4,5.0,Backfill
E3P00000776,24,6,destination1,16,12,5.0,Backfill
E3P00000776,24,6,destination1,24,1,5.0,Backfill
E3P00000776,24,6,destination1,24,9,2.5,Backfill
E3P00000776,24,7,destination1,4,2,5.0,Backfill
E3P00000776,24,7,destination1,4,10,5.0,Backfill
E3P00000776,24,7,destination1,12,7,5.0,Backfill
E3P00000776,24,7,destination1,12,15,5.0,Backfill
E3P00000776,24,7,destination1,20,4,5.0,Backfill
E3P00000776,24,7,destination1,20,12,5.0,Backfill
E3P00000776,24,8,destination1,8,2,7.5,Backfill
E3P00000776,24,8,destination1,8,10,5.0,Backfill
E3P00000776,24,8,destination1,16,7,5.0,Backfill
E3P00000776,24,8,destination1,16,15,5.0,Backfill
E3P00000776,24,8,destination1,24,4,5.0,Backfill
E3P00000776,24,8,destination1,24,12,5.0,Backfill
E3P00000776,24,9,destination1,4,5,7.5,Backfill
E3P00000776,24,9,destination1,4,13,5.0,Backfill
E3P00000776,24,9,destination1,12,2,7.5,Backfill
E3P00000776,24,9,destination1,12,10,5.0,Backfill
E3P00000776,24,9,destination1,20,7,5.0,Backfill
E3P00000776,24,9,destination1,20,15,7.5,Backfill
E3P00000776,24,10,destination1,8,5,2.5,Backfill
E3P00000776,24,10,destination1,8,13,7.5,Backfill
E3P00000776,24,10,destination1,16,2,7.5,Backfill
E3P00000776,24,10,destination1,16,10,2.5,Backfill
E3P00000776,24,10,destination1,24,7,2.5,Backfill
E3P00000776,24,10,destination1,24,15,7.5,Backfill
E3P00000776,24,11,destination1,4,8,2.5,Backfill
E3P00000776,24,11,destination1,4,16,7.5,Backfill
E3P00000776,24,11,destination1,12,5,5.0,Backfill
E3P00000776,24,11,destination1,12,13,2.5,Backfill
E3P00000776,24,11,destination1,20,2,7.5,Backfill
E3P00000776,24,11,destination1,20,10,5.0,Backfill
E3P00000776,24,12,destination1,8,8,7.5,Backfill
E3P00000776,24,12,destination1,8,16,5.0,Backfill
E3P00000776,24,12,destination1,16,5,2.5,Backfill
E3P00000776,24,12,destination1,16,13,5.0,Backfill
E3P00000776,24,12,destination1,24,2,7.5,Backfill
E3P00000776,24,12,destination1,24,10,7.5,Backfill
E3P00000776,24,13,destination1,4,3,5.0,Backfill
E3P00000776,24,13,destination1,4,11,7.5,Backfill
E3P00000776,24,13,destination1,12,8,5.0,Backfill
E3P00000776,24,13,destination1,12,16,7.5,Backfill
E3P00000776,24,13,destination1,20,5,5.0,Backfill
E3P00000776,24,13,destination1,20,13,2.5,Backfill
E3P00000776,24,14,destination1,8,3,7.5,Backfill
E3P00000776,24,14,destination1,8,11,5.0,Backfill
E3P00000776,24,14,destination1,16,8,7.5,Backfill
E3P00000776,24,14,destination1,16,16,2.5,Backfill
E3P00000776,24,14,destination1,24,5,5.0,Backfill
E3P00000776,24,14,destination1,24,13,5.0,Backfill
E3P00000776,24,15,destination1,4,6,7.5,Backfill
E3P00000776,24,15,destination1,4,14,5.0,Backfill
E3P00000776,24,15,destination1,12,3,5.0,Backfill
E3P00000776,24,15,destination1,12,11,7.5,Backfill
E3P00000776,24,15,destination1,20,8,5.0,Backfill
E3P00000776,24,15,destination1,20,16,5.0,Backfill
E3P00000776,24,16,destination1,8,6,5.0,Backfill
E3P00000776,24,16,destination1,8,14,7.5,Backfill
E3P00000776,24,16,destination1,16,3,2.5,Backfill
E3P00000776,24,16,destination1,16,11,5.0,Backfill
E3P00000776,24,16,destination1,24,8,5.0,Backfill
E3P00000776,24,16,destination1,24,16,5.0,Backfill
E3P00000776,1,4,destination2,1,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,1,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,2,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,2,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,3,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,3,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,3,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,4,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,4,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,4,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,5,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,5,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,5,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,6,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,6,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,6,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,7,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,7,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,7,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,8,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,8,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,8,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,9,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,9,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,9,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,10,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,10,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,10,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,11,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,11,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,11,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,12,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,12,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,12,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,13,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,13,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,13,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,14,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,14,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,14,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,15,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,15,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,15,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,16,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,16,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,16,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,17,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,17,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,17,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,18,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,18,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,18,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,19,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,19,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,19,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,20,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,20,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,20,4,2.5,SJ000986010-1
E3P00000776,1,4,destination2,21,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,21,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,22,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,22,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,23,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,23,3,2.5,SJ000986010-1
E3P00000776,1,4,destination2,24,2,2.5,SJ000986010-1
E3P00000776,1,4,destination2,24,3,2.5,SJ000986010-1
E3P00000776,1,8,destination2,1,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,1,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,2,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,2,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,3,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,3,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,4,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,4,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,4,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,5,2,2.5,SJ000312371-8
E3P00000776,1,8,destination2,5,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,5,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,6,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,6,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,7,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,7,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,7,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,8,9,2.5,SJ000312371-8
E3P00000776,1,8,destination2,8,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,9,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,9,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,10,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,10,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,11,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,11,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,12,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,12,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,13,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,13,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,13,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,13,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,14,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,14,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,14,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,14,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,15,2,2.5,SJ000312371-8
E3P00000776,1,8,destination2,15,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,15,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,15,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,15,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,16,3,2.5,SJ000312371-8
E3P00000776,1,8,destination2,16,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,16,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,16,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,16,11,2.5,SJ000312371-8
E3P00000776,1,8,destination2,17,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,17,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,17,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,18,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,18,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,18,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,19,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,19,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,19,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,20,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,20,7,2.5,SJ000312371-8
E3P00000776,1,8,destination2,20,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,21,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,21,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,22,4,2.5,SJ000312371-8
E3P00000776,1,8,destination2,22,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,22,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,23,5,2.5,SJ000312371-8
E3P00000776,1,8,destination2,23,10,2.5,SJ000312371-8
E3P00000776,1,8,destination2,24,2,2.5,SJ000312371-8
E3P00000776,1,8,destination2,24,10,2.5,SJ000312371-8
E3P00000776,1,9,destination2,1,1,2.5,SJ000110842-9
E3P00000776,1,9,destination2,1,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,1,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,1,8,2.5,SJ000110842-9
E3P00000776,1,9,destination2,1,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,1,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,2,1,2.5,SJ000110842-9
E3P00000776,1,9,destination2,2,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,2,8,2.5,SJ000110842-9
E3P00000776,1,9,destination2,2,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,3,1,2.5,SJ000110842-9
E3P00000776,1,9,destination2,3,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,3,8,2.5,SJ000110842-9
E3P00000776,1,9,destination2,3,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,4,1,2.5,SJ000110842-9
E3P00000776,1,9,destination2,4,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,4,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,5,1,2.5,SJ000110842-9
E3P00000776,1,9,destination2,5,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,5,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,5,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,6,2,2.5,SJ000110842-9
E3P00000776,1,9,destination2,6,6,2.5,SJ000110842-9
E3P00000776,1,9,destination2,6,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,7,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,8,5,2.5,SJ000110842-9
E3P00000776,1,9,destination2,8,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,9,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,9,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,9,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,10,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,10,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,11,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,11,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,12,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,12,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,13,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,13,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,13,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,13,12,2.5,SJ000110842-9
E3P00000776,1,9,destination2,14,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,14,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,15,9,2.5,SJ000110842-9
E3P00000776,1,9,destination2,15,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,16,2,2.5,SJ000110842-9
E3P00000776,1,9,destination2,16,5,2.5,SJ000110842-9
E3P00000776,1,9,destination2,16,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,17,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,17,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,17,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,18,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,18,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,18,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,19,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,19,10,2.5,SJ000110842-9
E3P00000776,1,9,destination2,19,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,20,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,20,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,21,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,21,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,21,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,22,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,22,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,22,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,23,3,2.5,SJ000110842-9
E3P00000776,1,9,destination2,23,4,2.5,SJ000110842-9
E3P00000776,1,9,destination2,23,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,23,11,2.5,SJ000110842-9
E3P00000776,1,9,destination2,24,5,2.5,SJ000110842-9
E3P00000776,1,9,destination2,24,7,2.5,SJ000110842-9
E3P00000776,1,9,destination2,24,11,2.5,SJ000110842-9
E3P00000776,1,10,destination2,1,4,2.5,SJ000312363-15
E3P00000776,1,10,destination2,1,11,2.5,SJ000312363-15
E3P00000776,1,10,destination2,1,13,2.5,SJ000312363-15
E3P00000776,1,10,destination2,2,3,2.5,SJ000312363-15
E3P00000776,1,10,destination2,2,4,2.5,SJ000312363-15
E3P00000776,1,10,destination2,2,9,2.5,SJ000312363-15
E3P00000776,1,10,destination2,2,13,2.5,SJ000312363-15
E3P00000776,1,10,destination2,3,4,2.5,SJ000312363-15
E3P00000776,1,10,destination2,3,13,2.5,SJ000312363-15
E3P00000776,1,10,destination2,4,4,2.5,SJ000312363-15
E3P00000776,1,10,destination2,4,8,2.5,SJ000312363-15
E3P00000776,1,10,destination2,4,13,2.5,SJ000312363-15
E3P00000776,1,10,destination2,5,4,2.5,SJ000312363-15
E3P00000776,1,10,destination2,5,8,2.5,SJ000312363-15
E3P00000776,1,10,destination2,6,1,2.5,SJ000312363-15
E3P00000776,1,10,destination2,6,7,2.5,SJ000312363-15
E3P00000776,1,10,destination2,6,8,2.5,SJ000312363-15
E3P00000776,1,10,destination2,7,1,2.5,SJ000312363-15
E3P00000776,1,10,destination2,7,2,2.5,SJ000312363-15
E3P00000776,1,10,destination2,7,6,2.5,SJ000312363-15
E3P00000776,1,10,destination2,7,8,2.5,SJ000312363-15
E3P00000776,1,10,destination2,8,1,2.5,SJ000312363-15
E3P00000776,1,10,destination2,8,6,2.5,SJ000312363-15
E3P00000776,1,10,destination2,8,8,2.5,SJ000312363-15
E3P00000776,1,10,destination2,9,1,2.5,SJ000312363-15
E3P00000776,1,10,destination2,9,5,2.5,SJ000312363-15
